store name, name, strain, grower, type, price, weight, thc%, total mg, cost/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/790067/supply-funky-pine?recommended=false&fromMenu=true"">Funky Pine</a><br><a href=""https://www.leafly.com/search?q=Funky Pine"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,25.95%,1816.50mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/803472/cresco-glazed-enigma?recommended=false&fromMenu=true"">Glazed Enigma</a><br><a href=""https://www.leafly.com/search?q=Glazed Enigma"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,21.33%,746.55mg,0.074/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/832121/cresco-814-fireworks?recommended=false&fromMenu=true"">814 Fireworks</a><br><a href=""https://www.leafly.com/search?q=814 Fireworks"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,31.92%,1117.20mg,0.049/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/959759/grassroots-terpenado?recommended=false&fromMenu=true"">Terpenado</a><br><a href=""https://www.leafly.com/search?q=Terpenado"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$55.00,3.5g,26.02%,910.70mg,0.060/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1150485/standard-farms-garlic-budder?recommended=false&fromMenu=true"">Garlic Budder</a><br><a href=""https://www.leafly.com/search?q=Garlic Budder"">Leafly</a>",<class 'filter'>,Standard Farms,Flower,$17.00,1.0g,22.23%,222.30mg,0.076/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1033566/float-gluelato?recommended=false&fromMenu=true"">Gluelato</a><br><a href=""https://www.leafly.com/search?q=Gluelato"">Leafly</a>",<class 'filter'>,Float,Flower,$49.98,3.5g,25.00%,875.00mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/251015/farmaceutical-rx-jordan-23?recommended=false&fromMenu=true"">Jordan 23</a><br><a href=""https://www.leafly.com/search?q=Jordan 23"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$55.00,3.5g,30.32%,1061.20mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1148923/classix-war-pig?recommended=false&fromMenu=true"">War Pig</a><br><a href=""https://www.leafly.com/search?q=War Pig"">Leafly</a>",<class 'filter'>,Classix,Smalls,$70.00,7.0g,23.87%,1670.90mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/658671/cresco-chaos-kush?recommended=false&fromMenu=true"">Chaos Kush</a><br><a href=""https://www.leafly.com/search?q=Chaos Kush"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,25.42%,889.70mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/803471/supply-petrol-pine?recommended=false&fromMenu=true"">Petrol Pine</a><br><a href=""https://www.leafly.com/search?q=Petrol Pine"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,24.12%,1688.40mg,0.053/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/908935/matter-lvc-thin-mint-gsc-x-grape-pie?recommended=false&fromMenu=true"">LVC (Thin Mint GSC x Grape Pie)</a><br><a href=""https://www.leafly.com/search?q=LVC (Thin Mint GSC x Grape Pie)"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,20.14%,704.90mg,0.043/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/816098/maitri-genetics-indiana-bubblegum?recommended=false&fromMenu=true"">Indiana Bubblegum</a><br><a href=""https://www.leafly.com/search?q=Indiana Bubblegum"">Leafly</a>",<class 'filter'>,Maitri Genetics,Flower,$55.00,3.5g,20.43%,715.05mg,0.077/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/789785/cresco-hazen-haze?recommended=false&fromMenu=true"">Hazen Haze</a><br><a href=""https://www.leafly.com/search?q=Hazen Haze"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,26.07%,912.45mg,0.060/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/1103244/shine-purple-punch?recommended=false&fromMenu=true"">Purple Punch </a><br><a href=""https://www.leafly.com/search?q=Purple Punch "">Leafly</a>",<class 'filter'>,&Shine,Rough Cut,$80.00,7.0g,18.83%,1318.10mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/594602/supply-critical-purple-kush?recommended=false&fromMenu=true"">Critical Purple Kush</a><br><a href=""https://www.leafly.com/search?q=Critical Purple Kush"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,20.23%,1416.10mg,0.064/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/252580/farmaceutical-rx-honey?recommended=false&fromMenu=true"">Honey</a><br><a href=""https://www.leafly.com/search?q=Honey"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$40.00,3.5g,19.17%,670.95mg,0.060/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/390383/rythm-banana-cream?recommended=false&fromMenu=true"">Banana Cream</a><br><a href=""https://www.leafly.com/search?q=Banana Cream"">Leafly</a>",<class 'filter'>,Rythm,Premium Flower,$60.00,3.5g,29.50%,1032.50mg,0.058/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1074758/terrapin-dagwoods-sister?recommended=false&fromMenu=true"">Dagwood's Sister</a><br><a href=""https://www.leafly.com/search?q=Dagwood's Sister"">Leafly</a>",<class 'filter'>,Terrapin,Top Shelf,$43.96,3.5g,20.10%,703.50mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/741225/cresco-mint-face-off?recommended=false&fromMenu=true"">Mint Face Off</a><br><a href=""https://www.leafly.com/search?q=Mint Face Off"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$45.00,3.5g,22.44%,785.40mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1105580/classix-sunny-diesel?recommended=false&fromMenu=true"">Sunny Diesel</a><br><a href=""https://www.leafly.com/search?q=Sunny Diesel"">Leafly</a>",<class 'filter'>,Classix,Flower,$40.00,3.5g,22.03%,771.05mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1181766/cresco-gelato-33-i-95?recommended=false&fromMenu=true"">Gelato 33 I95</a><br><a href=""https://www.leafly.com/search?q=Gelato 33 I95"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,21.00%,735.00mg,0.075/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/782552/cresco-directors-cut?recommended=false&fromMenu=true"">Director's Cut</a><br><a href=""https://www.leafly.com/search?q=Director's Cut"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$35.75,3.5g,24.97%,873.95mg,0.041/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/1091780/penn-health-group-gnasha?recommended=false&fromMenu=true"">Gnasha</a><br><a href=""https://www.leafly.com/search?q=Gnasha"">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$50.00,3.5g,26.19%,916.65mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1203953/good-green-fat-billy?recommended=false&fromMenu=true"">Fat Billy</a><br><a href=""https://www.leafly.com/search?q=Fat Billy"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,23.94%,1675.80mg,0.051/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/39401/cresco-og-18?recommended=false&fromMenu=true"">OG #18</a><br><a href=""https://www.leafly.com/search?q=OG #18"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,20.24%,708.40mg,0.078/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/930172/matter-wookies-gsc-x-the-white-x-chemdawg-91?recommended=false&fromMenu=true"">Wookies (GSC x The White x Chemdawg 91)</a><br><a href=""https://www.leafly.com/search?q=Wookies (GSC x The White x Chemdawg 91)"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,21.18%,1482.60mg,0.040/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1023158/prime-wellness-orange-slice-nebula-31?recommended=false&fromMenu=true"">Orange Slice Nebula #31</a><br><a href=""https://www.leafly.com/search?q=Orange Slice Nebula #31"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$41.25,3.5g,19.56%,684.60mg,0.060/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/741224/supply-mint-face-off?recommended=false&fromMenu=true"">Mint Face Off</a><br><a href=""https://www.leafly.com/search?q=Mint Face Off"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,27.82%,1947.40mg,0.046/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/78574/grassroots-tre-og?recommended=false&fromMenu=true"">Tre OG</a><br><a href=""https://www.leafly.com/search?q=Tre OG"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$56.00,3.5g,25.22%,882.70mg,0.063/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/616756/maitri-genetics-sundae-float?recommended=false&fromMenu=true"">Sundae Float</a><br><a href=""https://www.leafly.com/search?q=Sundae Float"">Leafly</a>",<class 'filter'>,Maitri Genetics,Flower,$45.00,3.5g,18.22%,637.70mg,0.071/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/671441/rythm-ice-cream-cake?recommended=false&fromMenu=true"">Ice Cream Cake</a><br><a href=""https://www.leafly.com/search?q=Ice Cream Cake"">Leafly</a>",<class 'filter'>,Rythm,Premium Flower,$55.00,3.5g,23.14%,809.90mg,0.068/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1203953/good-green-fat-billy?recommended=false&fromMenu=true"">Fat Billy</a><br><a href=""https://www.leafly.com/search?q=Fat Billy"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,23.94%,1675.80mg,0.051/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/271614/rythm-l-orange?recommended=false&fromMenu=true"">L'Orange</a><br><a href=""https://www.leafly.com/search?q=L'Orange"">Leafly</a>",<class 'filter'>,Rythm,Premium Flower,$41.25,3.5g,24.36%,852.60mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/32775/grassroots-bubba-diagonal?recommended=false&fromMenu=true"">Bubba Diagonal</a><br><a href=""https://www.leafly.com/search?q=Bubba Diagonal"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$80.00,7.0g,23.39%,1637.30mg,0.049/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/130542/verano-wedding-cake?recommended=false&fromMenu=true"">Wedding Cake</a><br><a href=""https://www.leafly.com/search?q=Wedding Cake"">Leafly</a>",<class 'filter'>,Verano,Essence Flower,$37.50,3.5g,27.26%,954.10mg,0.039/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/789783/cresco-funky-pine?recommended=false&fromMenu=true"">Funky Pine</a><br><a href=""https://www.leafly.com/search?q=Funky Pine"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,33.44%,1170.40mg,0.047/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1159301/cresco-banana-ma-caroon?recommended=false&fromMenu=true"">Banana MACaroon</a><br><a href=""https://www.leafly.com/search?q=Banana MACaroon"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,0.33%,11.55mg,4.762/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/951832/terrapin-jawa-cake-jwc?recommended=false&fromMenu=true"">Jawa Cake - JWC </a><br><a href=""https://www.leafly.com/search?q=Jawa Cake - JWC "">Leafly</a>",<class 'filter'>,Terrapin,Top Shelf,$43.00,3.5g,22.50%,787.50mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/455502/calypso-tahoe-og?recommended=false&fromMenu=true"">Tahoe OG</a><br><a href=""https://www.leafly.com/search?q=Tahoe OG"">Leafly</a>",<class 'filter'>,Calypso,Flower,$55.00,3.5g,20.00%,700.00mg,0.079/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/540187/penn-health-group-cheese-cake?recommended=false&fromMenu=true"">Cheese Cake</a><br><a href=""https://www.leafly.com/search?q=Cheese Cake"">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$45.00,3.5g,27.40%,959.00mg,0.047/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1036583/grassroots-tarts?recommended=false&fromMenu=true"">Tarts</a><br><a href=""https://www.leafly.com/search?q=Tarts"">Leafly</a>",<class 'filter'>,Grassroots,Smalls,$80.00,7.0g,27.54%,1927.80mg,0.041/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/713308/strane-mac-and-cheese?recommended=false&fromMenu=true"">MAC and Cheese</a><br><a href=""https://www.leafly.com/search?q=MAC and Cheese"">Leafly</a>",<class 'filter'>,Strane,Smalls,$60.00,7.0g,23.82%,1667.40mg,0.036/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/832354/supply-814-fireworks?recommended=false&fromMenu=true"">814 Fireworks</a><br><a href=""https://www.leafly.com/search?q=814 Fireworks"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,31.54%,2207.80mg,0.041/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/602996/grassroots-cookies-n-chem?recommended=false&fromMenu=true"">Cookies n Chem</a><br><a href=""https://www.leafly.com/search?q=Cookies n Chem"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.00,1.0g,24.80%,248.00mg,0.069/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/930172/matter-wookies-girl-scout-cookies-x-the-white-x-chemdawg-91?recommended=false&fromMenu=true"">Wookies (Girl Scout Cookies x The White x Chemdawg 91)</a><br><a href=""https://www.leafly.com/search?q=Wookies (Girl Scout Cookies x The White x Chemdawg 91)"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,23.33%,1633.10mg,0.037/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/32826/terrapin-sour-alien-og?recommended=false&fromMenu=true"">Sour Alien OG</a><br><a href=""https://www.leafly.com/search?q=Sour Alien OG"">Leafly</a>",<class 'filter'>,Terrapin,Flower,$37.00,3.5g,22.62%,791.70mg,0.047/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/339045/prime-wellness-papa-legba-8?recommended=false&fromMenu=true"">Papa Legba #8</a><br><a href=""https://www.leafly.com/search?q=Papa Legba #8"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$48.75,3.5g,27.70%,969.50mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/816098/maitri-genetics-indiana-bubblegum?recommended=false&fromMenu=true"">Indiana Bubblegum</a><br><a href=""https://www.leafly.com/search?q=Indiana Bubblegum"">Leafly</a>",<class 'filter'>,Maitri Genetics,Flower,$55.00,3.5g,20.43%,715.05mg,0.077/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/827034/curaleaf-5-on-it?recommended=false&fromMenu=true"">5 On It</a><br><a href=""https://www.leafly.com/search?q=5 On It"">Leafly</a>",<class 'filter'>,Curaleaf,Flower,$56.00,3.5g,21.61%,756.35mg,0.074/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/741225/cresco-mint-face-off?recommended=false&fromMenu=true"">Mint Face Off</a><br><a href=""https://www.leafly.com/search?q=Mint Face Off"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,24.01%,840.35mg,0.065/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/689335/matter-wookies-gsc-x-the-white-x-chemdawg-91?recommended=false&fromMenu=true"">Wookies  (GSC x The White x Chemdawg 91)</a><br><a href=""https://www.leafly.com/search?q=Wookies  (GSC x The White x Chemdawg 91)"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,20.60%,721.00mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/629484/penn-health-group-pineapple-express?recommended=false&fromMenu=true"">Pineapple Express</a><br><a href=""https://www.leafly.com/search?q=Pineapple Express"">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$50.00,3.5g,25.13%,879.55mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/915370/matter-glc?recommended=false&fromMenu=true"">GLC</a><br><a href=""https://www.leafly.com/search?q=GLC"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,20.53%,718.55mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/698537/supply-critical-purple-kush?recommended=false&fromMenu=true"">Critical Purple Kush</a><br><a href=""https://www.leafly.com/search?q=Critical Purple Kush"">Leafly</a>",<class 'filter'>,Supply,Ground Flower,$50.00,7.0g,15.69%,1098.30mg,0.046/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1194017/supply-hot-stuff?recommended=false&fromMenu=true"">Hot Stuff</a><br><a href=""https://www.leafly.com/search?q=Hot Stuff"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,25.70%,1799.00mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/374812/prime-wellness-cthulhu-43?recommended=false&fromMenu=true"">Cthulhu #43</a><br><a href=""https://www.leafly.com/search?q=Cthulhu #43"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$45.00,3.5g,26.05%,911.75mg,0.049/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/913464/seven-hills-chocolate-oranges?recommended=false&fromMenu=true"">Chocolate Oranges</a><br><a href=""https://www.leafly.com/search?q=Chocolate Oranges"">Leafly</a>",<class 'filter'>,Seven Hills,Flower,$45.00,3.5g,20.75%,726.25mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/893103/verano-modified-grapes?recommended=false&fromMenu=true"">Modified Grapes</a><br><a href=""https://www.leafly.com/search?q=Modified Grapes"">Leafly</a>",<class 'filter'>,Verano,Reserve Flower,$41.25,3.5g,26.32%,921.20mg,0.045/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1097530/modern-flower-lemon-peel?recommended=false&fromMenu=true"">Lemon Peel  </a><br><a href=""https://www.leafly.com/search?q=Lemon Peel  "">Leafly</a>",<class 'filter'>,Modern Flower,Flower,$45.00,3.5g,27.38%,958.30mg,0.047/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/75989/cresco-rocket-fuel?recommended=false&fromMenu=true"">Rocket Fuel</a><br><a href=""https://www.leafly.com/search?q=Rocket Fuel"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,22.87%,800.45mg,0.069/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/900269/modern-flower-bubblegum?recommended=false&fromMenu=true"">Bubblegum</a><br><a href=""https://www.leafly.com/search?q=Bubblegum"">Leafly</a>",<class 'filter'>,Modern Flower,Flower,$45.00,3.5g,23.34%,816.90mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/959759/grassroots-terpenado-87?recommended=false&fromMenu=true"">Terpenado #87</a><br><a href=""https://www.leafly.com/search?q=Terpenado #87"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.50,1.0g,26.50%,265.00mg,0.066/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/896563/insaicb?recommended=false&fromMenu=true"">ICB</a><br><a href=""https://www.leafly.com/search?q=ICB"">Leafly</a>",<class 'filter'>,INSA,Flower,$44.00,3.5g,20.36%,712.60mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/1097530/modern-flower-lemon-peel?recommended=false&fromMenu=true"">Lemon Peel  </a><br><a href=""https://www.leafly.com/search?q=Lemon Peel  "">Leafly</a>",<class 'filter'>,Modern Flower,Flower,$45.00,3.5g,27.38%,958.30mg,0.047/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/870485/moxie-krazy-kush?recommended=false&fromMenu=true"">Krazy Kush</a><br><a href=""https://www.leafly.com/search?q=Krazy Kush"">Leafly</a>",<class 'filter'>,Moxie,Flower,$55.00,3.5g,16.79%,587.65mg,0.094/mg
