store location, store zip, name, strain, grower, type, price, weight, thc%, total mg, cost/mg
New Kensington,18833,Memory Loss Premium ,Hybrid,GRASSROOTS,Flower,$74.98,7.0g,18.98%,1328.60mg,0.056/mg
Butler,16001,Banana OG ,Indica,INSA,Flower,$79.94,7.0g,22.64%,1584.80mg,0.050/mg
Phoenixville,19460,Lemon El Nino Haze ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,25.95%,908.25mg,0.066/mg
Phoenixville,19460,OKC  ,Hybrid,KIND TREE,Small,$64.96,7.0g,12.28%,859.60mg,0.076/mg
Butler,16001,Tina  ,Indica,SUPPLY,Small,$80.01,7.0g,23.38%,1636.60mg,0.049/mg
Ambler,19002,Critical Purple Kush  ,Indica,SUPPLY,Small,$80.01,7.0g,20.09%,1406.30mg,0.057/mg
Pittsburgh,15112,Gluelato Float ,Hybrid,FLOAT,Flower,$50.02,3.5g,24.12%,844.20mg,0.059/mg
Phoenixville,19460,Purple Punch ,Indica,RYTHM,Flower,$54.98,3.5g,21.96%,768.60mg,0.072/mg
Phoenixville,19460,Chemex ,Sativa,CRESCO,Flower,$45.01,3.5g,29.16%,1020.60mg,0.044/mg
Ambler,19002,Lime Sorbet ,Indica,CRESCO,Flower,$45.01,3.5g,26.81%,938.35mg,0.048/mg
Lancaster,17601,Golden Goose ,Indica,CRESCO,Flower,$45.01,3.5g,21.12%,739.20mg,0.061/mg
New Kensington,18833,Cold as Ice ,Sativa,CRESCO,Flower,$45.01,3.5g,27.46%,961.10mg,0.047/mg
Philadelphia - Chestnut St,17301,Gelato #41 x Dosido ,Hybrid,GRASSROOTS,Flower,$15.00,1.0g,21.50%,215.00mg,0.070/mg
Ambler,19002,Cold as Ice ,Sativa,CRESCO,Flower,$45.01,3.5g,26.49%,927.15mg,0.049/mg
New Kensington,18833,OG 18  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,12.41%,868.70mg,0.046/mg
Philadelphia - Chestnut St,17301,Citrus Daydream  ,Sativa,SUPPLY,Small,$80.01,7.0g,25.49%,1784.30mg,0.045/mg
Philadelphia - Chestnut St,17301,Citrus Daydream ,Sativa,CRESCO,Flower,$30.00,3.5g,22.97%,803.95mg,0.037/mg
Philadelphia - Chestnut St,17301,Jack Herer ,Sativa,RYTHM,Flower,$54.98,3.5g,19.64%,687.40mg,0.080/mg
Lancaster,17601,The Menage ,Hybrid,CRESCO,Flower,$45.01,3.5g,23.74%,830.90mg,0.054/mg
Montgomeryville,18936,Mint Face Off  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,15.74%,1101.80mg,0.036/mg
Phoenixville,19460,Chem Brulee ,Indica,FRX,Flower,$54.98,3.5g,28.07%,982.45mg,0.056/mg
Phoenixville,19460,Kryptonite ,Indica,MOXIE,Flower,$54.98,3.5g,21.96%,768.60mg,0.072/mg
Montgomeryville,18936,Chemex  ,Sativa,SUPPLY,Small,$80.01,7.0g,27.24%,1906.80mg,0.042/mg
New Kensington,18833,Petrol Pine ,Indica,CRESCO,Flower,$45.01,3.5g,26.37%,922.95mg,0.049/mg
Pittsburgh,15112,MTF #2 ,Sativa,KYND,Flower,$50.02,3.5g,24.40%,854.00mg,0.059/mg
Philadelphia - Chestnut St,17301,Citrus Daydream  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,14.55%,1018.50mg,0.039/mg
Butler,16001,Oregon Silver Haze  ,Sativa,SUPPLY,Small,$80.01,7.0g,23.91%,1673.70mg,0.048/mg
Butler,16001,Apple Frit ,Hybrid,INSA,Flower,$49.98,3.5g,21.18%,741.30mg,0.067/mg
Butler,16001,White Durban & Shine   ,Sativa,& SHINE,Lightly Ground Trim,$49.98,7.0g,19.99%,1399.30mg,0.036/mg
Phoenixville,19460,Indica Blend  ,Indica,FLOAT,Ground Flower,$24.99,3.5g,25.32%,886.20mg,0.028/mg
Phoenixville,19460,Garlic Butter ,Indica,STRANE,Flower,$35.00,3.5g,22.62%,791.70mg,0.044/mg
New Kensington,18833,Citrus Daydream  ,Sativa,SUPPLY,Small,$80.01,7.0g,25.49%,1784.30mg,0.045/mg
New Kensington,18833,Gello  Bud,Hybrid,GLEAF,Small,$70.00,7.0g,24.01%,1680.70mg,0.042/mg
Pittsburgh,15112,Director's Cut  ,Hybrid,SUPPLY,Small,$80.01,7.0g,22.32%,1562.40mg,0.051/mg
Butler,16001,4 Locoz ,Indica,INSA,Flower,$49.98,3.5g,21.44%,750.40mg,0.067/mg
Lancaster,17601,Petrol Pine ,Indica,CRESCO,Flower,$45.01,3.5g,27.58%,965.30mg,0.047/mg
Lancaster,17601,Hero x PCK  ,Hybrid,KIND TREE,Small,$64.96,7.0g,12.80%,896.00mg,0.072/mg
Ambler,19002,Apple Fritter ,Hybrid,CURALEAF,Flower,$47.98,3.5g,22.60%,791.00mg,0.061/mg
Ambler,19002,Lime Bars  ,Indica,SUPPLY,Small,$80.01,7.0g,22.38%,1566.60mg,0.051/mg
Phoenixville,19460,Banana OG ,Indica,INSA,Flower,$79.94,7.0g,22.64%,1584.80mg,0.050/mg
Ambler,19002,Purple Passion  ,Hybrid,SUPPLY,Small,$80.01,7.0g,22.28%,1559.60mg,0.051/mg
Butler,16001,Alien Napalm ,Indica,FRX,Flower,$54.98,3.5g,13.69%,479.15mg,0.115/mg
Butler,16001,Runtz ,Hybrid,FRX,Flower,$54.98,3.5g,18.71%,654.85mg,0.084/mg
Montgomeryville,18936,Sunny Diesel ,Hybrid,CLASSIX,Flower,$70.00,7.0g,21.32%,1492.40mg,0.047/mg
Montgomeryville,18936,Power Plant ,Sativa,STANDARD FARMS,Flower,$25.00,3.5g,21.91%,766.85mg,0.033/mg
Lancaster,17601,Gelato #33 I95  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,15.95%,1116.50mg,0.036/mg
Philadelphia - Chestnut St,17301,Orange Krush  ,Indica,CALYPSO,Ground Flower,$49.98,7.0g,18.09%,1266.30mg,0.039/mg
Lancaster,17601,Cool Grapes #65 ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,20.11%,703.85mg,0.068/mg
Butler,16001,Tangarang ,Hybrid,KYND,Flower,$50.02,3.5g,25.54%,893.90mg,0.056/mg
Ambler,19002,Grapes 'n Cream ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,26.84%,939.40mg,0.064/mg
New Kensington,18833,Purple Punch  ,Indica,& SHINE,Small,$80.01,7.0g,18.79%,1315.30mg,0.061/mg
Pittsburgh,15112,Tangie #1 ,Sativa,ORGANIC REMEDIES,Flower,$30.00,3.5g,21.83%,764.05mg,0.039/mg
New Kensington,18833,Tangilope ,Sativa,THE BANK,Flower,$35.00,3.5g,19.56%,684.60mg,0.051/mg
Philadelphia - Chestnut St,17301,Morning Dew  Bud,Hybrid,GLEAF,Small,$15.00,1.0g,23.10%,231.00mg,0.065/mg
Phoenixville,19460,4 Locoz ,Indica,INSA,Flower,$49.98,3.5g,21.44%,750.40mg,0.067/mg
Ambler,19002,GG #4 ,Indica,FRX,Flower,$17.00,1.0g,20.38%,203.80mg,0.083/mg
Phoenixville,19460,Oregon Silver Haze  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,20.56%,1439.20mg,0.028/mg
Lancaster,17601,Sweat Helmet ,Hybrid,CURALEAF,Flower,$47.98,3.5g,19.20%,672.00mg,0.071/mg
Montgomeryville,18936,Strawberry Amnesia ,Sativa,THE BANK,Flower,$35.00,3.5g,19.38%,678.30mg,0.052/mg
Phoenixville,19460,GG #4  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,13.15%,920.50mg,0.043/mg
Ambler,19002,Trainwreck Float ,Sativa,FLOAT,Flower,$49.98,3.5g,19.30%,675.50mg,0.074/mg
Pittsburgh,15112,Petrol Pine  ,Indica,SUPPLY,Small,$60.00,7.0g,21.76%,1523.20mg,0.039/mg
Lancaster,17601,Cold as Ice  ,Sativa,SUPPLY,Small,$79.94,7.0g,24.52%,1716.40mg,0.047/mg
Lancaster,17601,Grapes 'n Cream ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,24.90%,871.50mg,0.069/mg
Lancaster,17601,Apple Frit ,Hybrid,INSA,Flower,$39.97,3.5g,21.18%,741.30mg,0.054/mg
Pittsburgh,15112,WC Watermelon Z ,Indica,CRESCO,Flower,$45.01,3.5g,25.02%,875.70mg,0.051/mg
Ambler,19002,GG #4 ,Indica,FRX,Flower,$54.98,3.5g,22.12%,774.20mg,0.071/mg
Lancaster,17601,MacDaddy ,Sativa,CRESCO,Flower,$45.01,3.5g,27.66%,968.10mg,0.046/mg
Lancaster,17601,Strawberry Amnesia ,Sativa,THE BANK,Flower,$39.97,3.5g,21.05%,736.75mg,0.054/mg
New Kensington,18833,Biscotti ,Indica,INSA,Flower,$33.98,3.5g,15.69%,549.15mg,0.062/mg
Phoenixville,19460,L'Orange ,Sativa,RYTHM,Flower,$54.98,3.5g,23.58%,825.30mg,0.067/mg
Phoenixville,19460,Animal Mints #10  ,Indica,GOOD GREEN,Small,$84.98,7.0g,21.97%,1537.90mg,0.055/mg
New Kensington,18833,OG 18 ,Indica,CRESCO,Flower,$45.01,3.5g,19.66%,688.10mg,0.065/mg
New Kensington,18833,Sunny Diesel ,Hybrid,CLASSIX,Flower,$39.97,3.5g,23.18%,811.30mg,0.049/mg
Montgomeryville,18936,Yellow Brick Road ,Hybrid,AVENUE,Flower,$44.98,3.5g,22.40%,784.00mg,0.057/mg
Ambler,19002,The Menage ,Hybrid,CRESCO,Flower,$45.01,3.5g,22.98%,804.30mg,0.056/mg
Philadelphia - Chestnut St,17301,Tangie ,Sativa,TERRAPIN,Flower,$31.99,3.5g,13.90%,486.50mg,0.066/mg
Montgomeryville,18936,Cold as Ice  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,15.27%,1068.90mg,0.037/mg
New Kensington,18833,Classic Red Sangria ,Sativa,LOST IN TRANSLATION,Flower,$50.02,3.5g,18.07%,632.45mg,0.079/mg
Ambler,19002,Hot Stuff ,Indica,CRESCO,Flower,$45.01,3.5g,25.66%,898.10mg,0.050/mg
New Kensington,18833,Jack Herer ,Sativa,RYTHM,Flower,$54.98,3.5g,19.64%,687.40mg,0.080/mg
Phoenixville,19460,Grease Bucket  7g,Hybrid,ORGANIC REMEDIES,Flower,$60.00,7.0g,18.30%,1281.00mg,0.047/mg
Pittsburgh,15112,Drops of Jupiter ,Hybrid,CURALEAF,Flower,$71.96,7.0g,26.31%,1841.70mg,0.039/mg
New Kensington,18833,Cannalope Kush ,Sativa,THE BANK,Flower,$35.00,3.5g,18.55%,649.25mg,0.054/mg
Ambler,19002,Cold as Ice  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,15.27%,1068.90mg,0.037/mg
Philadelphia - Chestnut St,17301,Mother's st  ,Sativa,SECHE,Flower,$54.95,7.0g,20.60%,1442.00mg,0.038/mg
Ambler,19002,Golden Goose  ,Indica,SUPPLY,Small,$80.01,7.0g,18.54%,1297.80mg,0.062/mg
Ambler,19002,Oregon Silver Haze  ,Sativa,SUPPLY,Small,$80.01,7.0g,23.91%,1673.70mg,0.048/mg
Lancaster,17601,OKC  ,Hybrid,KIND TREE,Small,$64.96,7.0g,12.28%,859.60mg,0.076/mg
Montgomeryville,18936,Lime Sorbet ,Indica,CRESCO,Flower,$45.01,3.5g,26.81%,938.35mg,0.048/mg
Phoenixville,19460,Cannalope Kush ,Sativa,THE BANK,Flower,$35.00,3.5g,18.59%,650.65mg,0.054/mg
Montgomeryville,18936,Cold as Ice  ,Sativa,SUPPLY,Small,$80.01,7.0g,25.90%,1813.00mg,0.044/mg
Montgomeryville,18936,Rocket Fuel  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,15.29%,1070.30mg,0.037/mg
Ambler,19002,Tina  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,15.66%,1096.20mg,0.036/mg
Pittsburgh,15112,Rocket Fuel ,Hybrid,CRESCO,Flower,$45.01,3.5g,21.18%,741.30mg,0.061/mg
Pittsburgh,15112,Glazed Enigma ,Sativa,CRESCO,Flower,$30.00,3.5g,22.25%,778.75mg,0.039/mg
Ambler,19002,Petrol Pine  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,27.31%,1911.70mg,0.021/mg
Pittsburgh,15112,Strawberry Amnesia  Grind ,Sativa,SECHE,Fine Grind Flower,$39.97,7.0g,16.69%,1168.30mg,0.034/mg
Butler,16001,Strawberry Amnesia ,Sativa,THE BANK,Flower,$39.97,3.5g,21.05%,736.75mg,0.054/mg
Pittsburgh,15112,Kosher Tangie  ,Hybrid,SUPPLY,Small,$60.00,7.0g,22.56%,1579.20mg,0.038/mg
Butler,16001,Oregon Silver Haze ,Sativa,CRESCO,Flower,$45.01,3.5g,21.67%,758.45mg,0.059/mg
Philadelphia - Chestnut St,17301,MacDaddy ,Sativa,CRESCO,Flower,$45.01,3.5g,27.90%,976.50mg,0.046/mg
New Kensington,18833,Sage ,Sativa,FRX,Flower,$54.98,3.5g,17.61%,616.35mg,0.089/mg
Pittsburgh,15112,Grease Bucket  7g,Indica,ORGANIC REMEDIES,Flower,$60.00,7.0g,18.30%,1281.00mg,0.047/mg
Montgomeryville,18936,Durban  ,Sativa,SUPPLY,Small,$60.00,7.0g,19.45%,1361.50mg,0.044/mg
Philadelphia - Chestnut St,17301,MacDaddy  ,Sativa,SUPPLY,Small,$80.01,7.0g,27.69%,1938.30mg,0.041/mg
Ambler,19002,Kosher Tangie  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,13.66%,956.20mg,0.042/mg
Montgomeryville,18936,GG #4  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,13.35%,934.50mg,0.043/mg
Phoenixville,19460,Bubblegum ,Hybrid,MODERN FLOWER,Flower,$44.98,3.5g,22.89%,801.15mg,0.056/mg
Philadelphia - Chestnut St,17301,Honey Badger Haze ,Sativa,MODERN FLOWER,Flower,$80.01,7.0g,18.09%,1266.30mg,0.063/mg
Philadelphia - Chestnut St,17301,Stardawg Guava ,Hybrid,FRX,Flower,$54.98,3.5g,17.50%,612.50mg,0.090/mg
Butler,16001,Durban  ,Sativa,SUPPLY,Small,$60.00,7.0g,19.45%,1361.50mg,0.044/mg
Pittsburgh,15112,Cool Grapes #65 ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,20.11%,703.85mg,0.068/mg
Ambler,19002,"8"" Bagel ",Hybrid,GLEAF,Flower,$49.98,3.5g,29.48%,1031.80mg,0.048/mg
Phoenixville,19460,Banana OG  ,Indica,SUPPLY,Small,$79.94,7.0g,23.65%,1655.50mg,0.048/mg
Pittsburgh,15112,Sour Plums ,Hybrid,AGRI-KIND,Flower,$35.00,3.5g,17.58%,615.30mg,0.057/mg
Lancaster,17601,Lemon Meringue  ,Sativa,GOOD GREEN,Small,$84.98,7.0g,16.93%,1185.10mg,0.072/mg
New Kensington,18833,Hero x PCK  ,Hybrid,KIND TREE,Small,$64.96,7.0g,12.80%,896.00mg,0.072/mg
Butler,16001,WC Watermelon Z ,Indica,CRESCO,Flower,$45.01,3.5g,25.02%,875.70mg,0.051/mg
Montgomeryville,18936,Strawberry Cherry Gelato ,Hybrid,CRESCO,Flower,$45.01,3.5g,25.51%,892.85mg,0.050/mg
Pittsburgh,15112,Drops of Jupiter ,Hybrid,CURALEAF,Flower,$47.98,3.5g,22.96%,803.60mg,0.060/mg
Philadelphia - Chestnut St,17301,OG 18  ,Indica,SUPPLY,Small,$80.01,7.0g,19.01%,1330.70mg,0.060/mg
New Kensington,18833,Gelato #33 I95 ,Hybrid,CRESCO,Flower,$30.00,3.5g,20.89%,731.15mg,0.041/mg
Butler,16001,White Hot Guava ,Indica,CURALEAF,Flower,$47.98,3.5g,27.30%,955.50mg,0.050/mg
Butler,16001,Kosher Tangie ,Hybrid,CRESCO,Flower,$30.00,3.5g,20.07%,702.45mg,0.043/mg
Lancaster,17601,White Truffle ,Indica,FRX,Flower,$54.98,3.5g,23.52%,823.20mg,0.067/mg
New Kensington,18833,MacDaddy ,Sativa,CRESCO,Flower,$45.01,3.5g,27.90%,976.50mg,0.046/mg
Butler,16001,Fruity Gelato ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,21.58%,755.30mg,0.079/mg
Butler,16001,Memory Loss ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,18.98%,664.30mg,0.072/mg
Ambler,19002,Spiked Mai Tai  ,Sativa,SUPPLY,Small,$80.01,7.0g,23.13%,1619.10mg,0.049/mg
Butler,16001,Intergalactic Toad ,Indica,TYSON 2.0,Flower,$58.00,3.5g,23.06%,807.10mg,0.072/mg
Ambler,19002,Drops of Jupiter ,Hybrid,CURALEAF,Flower,$47.98,3.5g,22.96%,803.60mg,0.060/mg
Philadelphia - Chestnut St,17301,Banana Macaroon ,Hybrid,CRESCO,Flower,$45.01,3.5g,23.62%,826.70mg,0.054/mg
Montgomeryville,18936,CNB ,Sativa,TERRAPIN,Flower,$31.99,3.5g,28.27%,989.45mg,0.032/mg
Ambler,19002,Petrol Pine  ,Indica,SUPPLY,Small,$80.01,7.0g,19.15%,1340.50mg,0.060/mg
Montgomeryville,18936,Banana Punch ,Indica,AVENUE,Flower,$44.98,3.5g,24.04%,841.40mg,0.053/mg
New Kensington,18833,Glazed Enigma  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,13.07%,914.90mg,0.044/mg
Ambler,19002,Sugar Plum Sunset  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,12.49%,874.30mg,0.046/mg
New Kensington,18833,Critical Purple Kush  ,Indica,SUPPLY,Small,$80.01,7.0g,17.99%,1259.30mg,0.064/mg
Philadelphia - Chestnut St,17301,Banana OG  ,Indica,SUPPLY,Small,$80.01,7.0g,23.65%,1655.50mg,0.048/mg
Butler,16001,Sunset Shortcake  ,Hybrid,GRASSROOTS,Small,$74.97,7.0g,21.25%,1487.50mg,0.050/mg
Ambler,19002,Sage ,Sativa,FRX,Flower,$54.98,3.5g,17.61%,616.35mg,0.089/mg
Montgomeryville,18936,Petrol Pine ,Indica,CRESCO,Flower,$45.01,3.5g,27.58%,965.30mg,0.047/mg
Phoenixville,19460,Lime Sorbet  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,13.07%,914.90mg,0.044/mg
Butler,16001,Kush Cream #13 ,Indica,KYND,Flower,$50.02,3.5g,22.99%,804.65mg,0.062/mg
Philadelphia - Chestnut St,17301,Serious Happiness ,Hybrid,AGRI-KIND,Flower,$35.00,3.5g,16.96%,593.60mg,0.059/mg
New Kensington,18833,Jimi's Punch  ,Sativa,SUPPLY,Small,$80.01,7.0g,22.54%,1577.80mg,0.051/mg
Butler,16001,Tarts ,Hybrid,GRASSROOTS,Flower,$74.97,7.0g,26.05%,1823.50mg,0.041/mg
Montgomeryville,18936,The Menage ,Hybrid,CRESCO,Flower,$45.01,3.5g,22.98%,804.30mg,0.056/mg
Lancaster,17601,Tahoe OG Mini ,Hybrid,FRX,Flower,$49.98,3.5g,25.52%,893.20mg,0.056/mg
Lancaster,17601,Tina  ,Indica,SUPPLY,Small,$79.94,7.0g,22.98%,1608.60mg,0.050/mg
